Indicativ,RN,RM,RMI,Emigranti,Imigranti,RS,Sal,CSom,AjSoc,Pensie,PopScolara,PaturiUS,Medici,VolumeB,SpectatoriS,VizitatoriM,SportiviL,PIB,SalariatiC,PAgrVeg,PAgrAnim,ServAgr,Silvicultura,SupLoc,DrumuriM,Innoptari,BugetVenituri,BugetSubventii,Apa,Canal,Export
ab,-0.7292924100319644,0.02421824249761353,-0.019640491157317697,-0.29335667513410774,-0.378227664689671,-0.0768884925874306,-0.030843887346398032,0.5723645157022135,0.22321378095544103,0.30498541599611523,0.03383744598078168,0.05591804883847319,-0.3661652089698649,0.3871963982096697,-0.564400691108349,-0.162306608830078,0.7844713266736593,0.3855816339632214,-0.48250014923272355,0.32704198887096375,1.9617294802439693,-0.3347840617966473,0.22745051950101064,0.14210591312101256,2.4097173467620445,-0.10843252549252846,0.21783946544235833,0.015082306713329673,0.6866913669376583,0.4076997299676458,1.695068352572927
ar,-0.17904783719347653,0.33379055964101706,-0.23961399211927686,0.35739976710459137,-0.3425794098164652,-1.0163260747465828,-0.26266005119195707,-0.6899289632040525,-1.1213487244895657,-0.46627454546606095,-0.018240759702795876,-0.39377665623109265,0.04614263956410141,-0.10407827564897273,-0.5544111546006899,-0.762065936249577,1.1626042558136584,0.5050930040090962,0.25328144809506536,1.5781654493452084,0.060344626302805036,0.10547176845719645,0.4014887563287798,0.5888330972554412,0.745536329314904,-0.28434065404001924,0.13425833522295702,-0.2277393701343032,0.18149500201087748,-0.5900719328151564,1.8850531520104854
ag,-0.45417012361272047,0.15689209270192978,-0.23961399211927686,-0.9360237065670516,-0.44475454626119615,-0.0768884925874306,0.5064241629780153,1.1001837763554394,-0.11206769040367656,0.7957872096538637,0.04699087453710935,-0.06408094605168241,-0.0834223806249442,-0.13524425205563828,-0.591133107033533,-0.12466675648365515,-0.40533234261006557,0.2083895062760845,1.2956550874836683,-0.7254145761583929,-0.7296231045719571,-0.5474069094000129,0.1920844606803944,0.15238794400963063,-1.1250087872216181,-0.4443044111838181,-1.2573830229744316,-1.0444154282149347,0.23966260053123237,0.12088304104228147,2.8886091476821076
bc,-0.2707552659998909,-0.4180279248501062,-0.12962724163829728,0.9545747356191492,-0.06145159683724714,0.862549089571722,-0.0881161160611832,-1.0127833912051216,1.2232099118603725,0.19711688991748919,-0.003782029075992414,-0.7440642357892856,-0.5098418810897393,-0.1332631414270145,-0.48279866476140787,-0.7116984631765839,-1.4797990010101536,-0.5716924549603195,-0.5555691484574572,-0.9567737716644403,-0.1873638872101853,-0.5305585165616795,0.6434670535224698,-0.3952654906893906,-0.431612816332069,-0.39784694872256077,-0.4401017044042755,0.10080685644505505,-0.5909548321410005,-0.28516565502063984,-0.5879798598620324
bh,1.104856166096329,0.06844285923238613,0.03535288408317185,-0.8137257324499373,-0.4329517375572396,-0.9576112258616359,-0.6935653910460551,0.5254736891544409,-0.7952918647323083,-0.007833309631900282,0.7859257235615418,0.6534677732212708,0.9355632550662646,-0.42711215857716084,-0.02633928096455485,0.5024450357699218,-0.34949629435051033,-0.10610897419376733,-0.6608849798583876,0.17793756466005314,0.1840170094196462,-0.39740922008252827,-0.08898263836766093,-0.18908371339657726,-0.7956693222038852,0.8961747281187514,0.043540938821581124,-0.07966765230069843,0.08800731199132167,-0.056030862678044316,0.2835149631745692
bn,1.1965635949027449,-0.6833756252587379,0.6952733869690488,0.02948661541016675,-0.3519920150226114,-0.31174788812721865,-0.8708365751632473,2.9834426820301574,-0.7737074794155372,-1.0595514388985041,0.2390376253162647,-0.476893129262541,-0.5697225668732357,-0.40698665618621177,-0.6577508286189854,-0.5216003225457474,-0.1267988509060299,-0.3498199151993167,-0.4104375608367576,-0.49169746937934633,1.4129583406586828,-0.49675115898779626,0.9217420952952131,-0.08978094139334544,-0.8607183485075938,-0.37755024223176076,1.8730330307515828,-0.2907207865252997,0.06680391837863918,-0.11940130921966569,-0.1945703422022075
bt,0.09607444922576745,0.2453413261714734,0.4752998860070897,0.10441618093812813,2.269821393314046,-0.6053221325519538,-0.5081124599696079,-0.13655501334226525,-0.4364966775253115,-1.4047307223501075,-0.1486705588987469,-0.2922767491300067,-0.6016208384469313,0.14037998153109715,-0.27712867614277836,-0.7768894424912145,-0.5644327426701107,-0.9187773435372955,-0.6527443668233255,0.7247972030793378,1.8224311907471893,-0.25132301162907017,-0.6660078085987677,-0.39391259188825695,0.025087070018473982,-0.6962490190340835,-0.3955113268326686,1.4659785898274378,-1.7992081066690617,-1.2308870856799379,-0.7688060843564912
br,-1.462951840483282,1.5720798282146327,0.5302932612475797,0.15766214914498017,-0.42859439927543647,0.21668575183730449,-0.6826563951003817,-0.32445634452288574,0.007430219366827093,-0.3368323141717097,-0.7431185095067249,0.25144993715735375,-0.4347627388995979,-0.5520938571452014,-0.22763884736108345,-0.6963170474415992,-0.5359757605455497,-0.25574243688132653,-0.6304484961552406,0.7046983262020715,0.05939549968098304,5.111386360387093,-0.8307391878421644,-0.977823714457667,0.6190965273487754,-0.4238741462707056,-0.63074939948478,0.15642425730223206,1.8549189840043454,1.160693088021007,-0.8053993554774074
bv,0.9214413084835001,-0.9929479424021415,0.255326385045131,0.5586160945663301,-0.19239001641120937,-0.7814666792067947,0.6918770940544625,-0.30029431827119324,-0.47526416288476353,1.9176198808715745,1.1085696199559396,0.4151880672725136,0.4739794675153991,-0.06389030105853626,4.885848804401735,4.690669946810415,0.7937414041839336,0.941305347339623,0.9164525884100445,-1.6067357649547913,-0.2909523449658039,-0.17420602406427813,0.14368880124165634,0.521458736958971,-0.5354086121212143,2.173947353405471,-0.26431341710609296,-1.3397955208085162,1.7983388053266518,1.989059733029169,1.262074402176404
bz,-0.8209998388383797,1.2182828943364565,-0.23961399211927686,-0.7302594154265014,-0.4320409272051991,2.3304203116953977,-0.5817481826029031,-0.25667557362208326,2.207168482725469,-0.7736998447901452,-0.681668904342813,-0.026873492314572475,-0.7068447996286522,-0.5612539933533731,0.15180745342203447,-0.3303217977346242,0.49860800624057067,-0.4929622416466639,-0.5351848628546648,0.18111478758561647,1.5381263172402122,-0.24035566157392854,-0.07967578078328823,-0.08274586762744898,0.20750698996564593,-0.5607706944008598,-1.2261154119269846,-0.8575591468609857,0.8517830305743758,-0.18248732826334468,-0.4415883161773058
cl,0.27948930683859785,1.3067321278060018,1.0802270136524772,-0.773228973900082,-0.4220705180260577,0.21668575183730449,-0.24084205930061034,-1.0245872238395524,-0.03338717968192718,-1.0649448652024354,-0.9928328363738007,-1.1213707271346693,-0.8692268333194028,-0.5124890061823553,0.0,-0.4354422104915214,-0.8716387996966207,-0.6794183281071718,-0.09780109870967581,0.28289697691238,1.7472674680597118,0.9546224746169114,-0.5124446584566184,-1.3809875571955832,-0.1760521103845635,-0.7589822447343957,-0.371039663677253,1.2967465529675384,-0.9074750100543902,-1.2684315154083672,-0.6907431907260008
cs,-1.7380741269025268,0.33379055964101706,-1.229494746448092,1.3473398611925846,-0.3501138055096758,-0.31174788812721865,-0.5653846886843931,-0.6484465364887797,-0.6462510812042127,0.2564445792607335,-1.06321874032789,0.14646940383337614,-0.43303729674211655,-0.460886905542989,-0.6948369829036701,0.3207122265037262,-0.4753968819319014,-0.2722320474412799,0.0,-0.4773381868796482,0.3303330836353506,-0.5218233366815919,1.2986698274623074,0.33205290480021893,2.1202552364169014,0.9240675698785737,0.6231654940361007,1.0530436638952032,-0.249659565968941,-0.06928518408217145,-0.5828015004055642
cj,1.104856166096329,-0.7276002419935097,-1.064514620726623,-0.35915303491363615,-0.29667241230947783,-1.3686151680562648,2.418225702457273,0.21346310281753367,-1.2815434501506293,0.6070172890162682,2.6929720485259008,1.9800875302603902,1.8535208911859908,2.6259423682916108,0.38377281574363775,-0.11210303201774192,1.2428012054374211,1.5409300116365563,1.0847792658416924,-1.09297219867679,-1.1510167143348948,-0.4884651774401499,-0.7078886677284449,0.40970929598530714,-0.713992618040545,0.02308161821843276,0.8766019136111505,0.0025095972653453027,1.5030220210259444,1.541370851267444,-0.13749279260702563
ct,0.004367020419353066,-0.4180279248501062,0.8052601374500284,0.30836625705926185,-0.3482867953952277,-0.5466072836670066,0.16551803967572257,-0.897895457763247,-1.0095078452643966,0.8712951779089019,0.9300109905716951,0.24570029510561509,0.5020010963196884,-0.4887858799299619,-0.42520274333443525,0.6632024347075999,0.8840707641096225,0.7004154413295659,-0.2550334366502335,-1.0372163491427744,-1.1478326567550936,-0.1216359976815043,-1.0485196553164853,0.12316532990513726,-0.7396569017889231,4.798129946685574,0.032504902847703826,-0.9938102726867978,0.9867704107663481,1.041745508381392,-0.020305439079441517
cv,0.9214413084835001,-0.5064771583196499,-0.019640491157317697,-1.217028216492313,-0.4650941809866446,0.6864045429168806,-0.7590193667200953,0.061446504525548604,0.11390514805235148,-0.3314388878677784,-0.22263767622567873,1.453483101768867,-0.3575548044372393,0.2835585341166318,0.7702950382196809,-0.6734411026965749,0.27418589721278336,-0.3382639412357313,-0.4630269929601172,1.159948036934283,0.3888777852779884,-0.3860064931820975,1.412213489991654,-0.43909941184613016,0.5781935703992678,1.1058272268036302,-0.5165674042553717,-0.4977607567966379,-0.17505083336388605,0.4474058086804392,-0.5427570861592446
db,0.27948930683859785,0.2453413261714734,-0.5695742435622151,-0.6183745384756277,-0.3818762955082,-0.4291775858971125,-0.3553865167301807,-0.8012608737560588,-0.11104273355902546,0.013740395583824925,-0.7072729064944427,-0.858644027826079,-0.9193935038396771,-0.6786252680853375,-0.6243587216886953,0.36359841470895504,-0.5855598960656181,-0.42177435432573834,-0.4541777237793549,0.8306399127237024,-0.8509708887968498,-0.5494524894985144,-0.497553686321622,-0.5643778408311337,-0.4087426931176554,-0.4918487053066432,-1.1398881333714934,-0.583193440059035,0.1007066707326078,-1.1965282439284664,-0.5786909769872282
dj,-0.2707552659998909,0.6433628767844222,1.0252336384119871,-0.6491664892846309,-0.402213235528465,1.8607015206158208,0.2991532400102213,-0.5320036880950614,1.5250898483996822,-0.0671609989751446,0.46200999438052653,0.7624135769257576,1.5687837206070985,0.34775572768565993,-0.3544851494739644,-0.437006674797792,-0.4551320613280472,-0.1795528359133936,-0.25250252184416083,1.1529699139903606,-0.7682446063953917,-0.09563086960494616,-0.8642438751459061,0.1136950382971996,-0.884710981300681,-0.6701742412979899,-1.1919273143301254,-0.9433117606763,-0.8930748443388251,-0.12565871417440386,0.43654124108609815
gl,-0.6375849812255501,-0.5949263917891935,-0.1846206168787873,1.66387067755971,2.4293290772440237,1.508412427306139,-0.13175209984387667,-0.2592986475408458,0.8847932783882044,1.087032230066154,0.39774896937251303,-0.23077099967233264,-0.22588340031568413,0.04916510397666515,-0.0199501399065311,-0.2302093262755777,-0.48445137624426166,-0.45241635119238954,-0.2025750165874235,-0.03626315611141337,-1.1452593562349673,0.18555346501610046,-1.0289752543893027,-0.4864508698858185,-0.6332930625032439,-0.6351619008887728,-0.3554075944713357,-0.5987521680009155,1.0850203603138864,1.3233287313446116,-0.25460989217817287
gr,0.27948930683859785,2.0143259955623525,-0.5695742435622151,-1.1149972608455312,-0.4218037422128861,-0.7814666792067947,0.0946095660288457,-0.6966759419950959,-0.3834400879198407,-1.3615833119186571,-1.2388655420164585,-1.7347650110795845,-0.8911533937232391,-1.1345079232990414,-0.7171261362363848,-0.8592034422500326,-0.4040388434225855,-1.0521915542924782,-0.6774996911735471,1.399025236463678,-0.6069709056849882,0.3138583302484626,-0.7460467838243728,-0.7167142458388157,1.019977807887868,-0.7649489672512058,-0.1778552082824263,1.0226053588343018,-1.6010640941655154,-1.3319157329491658,-0.9705848336020718
gj,-0.912707267644794,-0.24112945791101817,0.0903462593236614,-0.895651209319896,-0.4703919713775073,-0.0768884925874306,0.0018831004906220703,0.3341921080785081,-0.33773907096421923,1.4915392028610017,-0.08220056115608382,0.610565750632152,-0.13184120064802973,-0.18922074152424267,0.017677114272318595,-0.15070639571469335,-1.5839256856022972,0.6411143761153868,-0.6424956506321465,-0.3298907726806113,-0.4885280241511256,-0.5540481339765668,0.00315525171762869,-0.22074154534311183,0.9605978587368851,-0.3798774977405558,0.11507375978630413,1.2684186669925486,-0.5288186840139946,-1.108128177567892,-0.992417341719544
hr,0.8297338796770858,-0.4180279248501062,0.3103197602856206,-1.4246812794338997,-0.4497720873129695,0.33411544960719863,-1.0208352694162561,0.4956193220790426,0.06904821320408976,-0.2721111985245341,0.07309691594661465,0.10152416553430012,-0.38381737857448633,0.23793826284534564,0.17625060056421316,-0.7586555696136853,1.0752930606587554,-0.27512563824074293,-0.6290311838638398,-0.68149461749037,0.2531594457487213,-0.5554510149224986,4.291755226596565,-0.6555632200275616,0.41177143085031387,0.09072562015914698,-0.3178423587421303,0.09376277146415314,-0.23344520614747766,0.40286446250262076,-0.7092629554575159
hd,-1.3712444116768676,0.9971598106625966,0.6952733869690488,0.5582805890490405,-0.399946988469098,-0.31174788812721865,-0.6553839052361983,4.144883025059886,-0.9228085545227297,3.1850750622954305,-0.6237670432678841,1.1708749773580016,0.17343321327283112,0.019828890253857187,-0.5984379556047588,0.84528952477966,1.0259245083366006,-0.10173623558815431,-0.026244693274924347,-0.9774448428556163,-0.28496320371580575,-0.5131779964679926,0.6378829389718461,-0.19151893123861846,1.4083499708919582,-0.31920774966497145,-0.15433331096680156,-0.37748370734982734,0.9435699136196521,1.8929801242241435,-0.2775367857261372
il,0.09607444922576745,1.1740582776016855,-0.12962724163829728,-0.8532284005781943,-0.4276808942182124,0.5689748451469869,-0.5626574396979747,-0.5833023605063211,-0.03260338915366465,-0.75212613957442,-0.9748263616580134,-1.6302966585130894,-0.7738009186748073,-0.3961035689360005,-0.6620692220051089,-0.8083293807350092,-0.6965852429909886,-0.26686686978861524,-0.628245111500542,0.8277862958368538,1.0510128792693145,1.8818369402113324,-0.826085759049978,-0.8173699166431811,-0.26415699889771793,-0.42429986374182665,-0.43178821474994533,0.5473906186008013,-0.25663287456348666,-0.8682989113026526,-0.8300021621836814
is,1.2882710237091592,-1.7005418101584928,-0.8995344950051539,2.7523872630794317,2.7414621680651883,-0.48789243478205957,1.2809628751208244,-0.6290168600905248,-0.43275859962128965,-0.007833309631900282,2.1993001116153845,1.8607053552072026,1.7716576241493889,1.1441769200178606,0.8854972868408216,0.2928697284054618,-0.9182047704459021,-0.13929853864660974,1.0398123536048576,-0.9800020660297327,-1.0781302188006654,-0.20842111550914644,-0.801887929330609,-0.5324494291243721,-1.1597823573350592,-0.40857252477439243,-0.7751572150781355,-0.7171826007475537,-0.26354948959222274,-0.4436486568742823,-0.6186592207252165
if,2.1136378829668923,-1.6120925766889491,-1.504461622650541,-0.8830014087050593,-0.16532709225279932,-1.8970488080207883,1.3382351038356095,-0.4020263191205125,-1.5155350686265752,-0.002439883327968981,-1.7013106370871431,-1.8183055477489483,-0.3746747759738065,-2.0449031762713337,-0.8906423042209861,-0.8081721065454899,0.41345264306480056,0.8059181140138614,3.4066405089327723,-1.5302661870699508,-2.272087521009345,0.25502025944223994,-1.0447969122827363,5.357530791492371,-1.3186618785640054,-0.6060929102724611,-0.29072975620404257,-1.8172385492790029,-1.0752879648499543,-0.25916898170868197,1.0555660061293064
mm,0.18778187803218183,-0.6833756252587379,0.860253512690518,-0.20299385581083423,-0.3525821554578092,-0.9576112258616359,-0.7153833829374018,-0.11308255806921633,-0.19762144114249838,-0.018620162239762886,-0.17266803542517714,-0.04541113134345229,-0.4235417627910429,-0.19550866361852107,-0.6818713969781042,0.04734816338803394,0.08188568467408312,-0.3507890120378287,-0.6376065187361802,-0.8531006934160046,0.22534039219682292,-0.5577661140204649,0.07854079815104745,-0.40608868109846197,-0.7473045030191666,-0.1186881428458482,-0.3492801289345497,0.5181366178673664,-0.6056384656856123,-0.38505659229809713,0.046658849479045444
mh,-1.0044146964512084,1.1740582776016855,-0.404594117840746,-0.5697138123383977,-0.42086867951419366,1.4496975784211923,-0.4672037251733327,-0.771000876693223,1.4218706649854027,0.2780182844764587,-0.45702307108563384,-0.1703887434891359,-0.3698737891914642,-0.22489658474390528,0.42775799367892464,-0.07529590511687899,-0.8227014137702924,-0.7290020266371822,0.0,1.2538070265904238,0.056043949167919084,-0.33647719397277187,-0.2667436182291793,-0.19151893123861846,2.3145220740037433,-0.16119478022707442,1.1257253197565111,1.4331099351277075,0.4558351669621398,0.10467067365955084,-0.8659408093609803
b,0.7380264508706714,-0.8160494754630534,-1.889415249333969,1.6068471657507852,1.4782921662234785,-1.6034745635960532,4.229119029439052,0.9588622887322226,-1.876199294785583,2.656519284510163,2.9034269054271435,3.3136134665455623,3.3268132061080387,4.577140453238051,1.6634844712107604,0.3546635852264761,2.469469601564328,5.1435377609301645,3.5073649631208035,-2.3120902864538735,-2.6722433652041397,2.2308778660053066,-2.0665375154155654e-16,0.8155789363254906,-1.9896399603140023,-0.07435175507894097,3.4705235464195474,-2.3997591195243624,1.6775248165870074,2.7653192604142385,1.3592772778499715
ms,0.7380264508706714,-0.06423099097193011,0.860253512690518,-0.6015868364808887,-0.41507775807474095,-0.7227518303218476,0.32097123190156807,-0.4203337525535242,0.4875320637172414,-0.16424267244590804,0.4053464968083564,0.8262599373719264,1.6889540443737545,0.29220801254607814,0.05273414395388514,0.495637546640414,1.4540727393924946,-0.17010914740338906,-0.40779945434478065,0.09684115588986142,-0.15626941629670613,-0.4642222889754765,0.3419248677887947,-0.6044236453446985,-1.0698766081309394,0.30955107823647476,-0.6224723725043718,-0.674053717087593,-0.3343030597222442,0.12605962150483768,-0.37396260524297037
nt,-1.0044146964512084,0.2453413261714734,1.575167390816885,0.5230897881244656,0.03194957952983945,0.6276896940319338,-0.7290196278694935,-0.9886754489517543,0.3880509582069836,-0.3314388878677784,-0.3616021428055063,-0.5557909951947257,-0.511696171200539,-0.0313372830134272,-0.1966712841873399,0.3791288270445372,-1.6557148905074395,-0.6691021784481851,-0.5732974622872887,-0.6137020942527044,-0.017099707233541827,-0.2001904199101082,1.417797604542278,1.4763347107993094,-0.8334308674548029,-0.11630996818854654,-0.3632262335510028,0.5068492434477699,-0.6234402453497364,-0.7243217118440852,-0.7389486973919713
ot,-1.0044146964512084,1.1298336608669128,0.4752998860070897,-0.7248789010196012,-0.44288442086381125,1.1561233339964572,0.018246594409132122,-0.7128470574942699,0.4383944267530838,-0.9085355023884277,-0.7363242448834818,-0.6466838040279503,-0.4916855238416981,-0.5529683538734393,0.14156817850168385,-0.8104782428191777,-1.437544694219139,-0.502889582825258,-0.5870477735513401,1.4432217312011477,-0.19783811700643925,0.9945251080248431,-0.9033326770002714,-0.2583521320146353,0.367573625641103,-0.7102709838966151,-0.6341143833924845,-0.5962151748444472,-1.0631555417667615,-0.7880903568828266,0.4416688574308707
ph,-0.6375849812255501,0.8202613437235093,-0.8445411197646638,-0.5348460908008419,-0.424665519117818,-0.6053221325519538,0.4464246852768118,-0.6601151591273982,-0.9417401103592273,0.8874754568206958,-0.5628864159295639,-0.08115914528773605,-0.6124776790352384,-0.48510786067373485,-0.41215391127130535,0.5384740693121105,-0.5659418250555043,0.29067390015999645,-0.5585169198198242,-1.033067572632797,-1.153591706702832,-0.4894948782329767,-0.4649796847763177,-0.19476588836134004,-1.3760067743781126,0.19909659350377357,-0.9275746647098008,-0.7089766627060564,1.3543147979081192,-0.20785826107982858,0.20478344091456138
sj,1.4716858813219882,-0.06423099097193011,1.6851541412978641,-0.7374914232436279,-0.4162607336503202,0.7451193918018278,-0.4917489660510978,0.7330751167249417,1.180402890701413,-0.12648868831838891,0.055927173327286014,-0.08119769652754688,-0.3797222544929317,0.7750807996255655,0.3158439674915551,-0.22789987896632094,0.30328962893108385,-0.11776622067386135,-0.6136551320302407,1.0874933803343156,0.3832845364157018,-0.4750997993641299,-0.07967578078328823,-0.047029339277513404,-0.570820155304549,-0.5934991857885336,1.1813013800856254,0.8663782183096606,0.13761418207446982,-0.03065992986156041,0.03581670623016044
sm,-0.45417012361272047,-0.6391510085239661,-0.404594117840746,-0.08339235196230498,-0.38453596952436564,-0.13560334147237743,-0.549021194765883,0.3464691756982826,0.18830495665820504,-1.1134857019378173,-0.3298732617078006,-0.4909037512736736,-0.5104076916673548,-0.2129400971073718,0.05303591120255397,-0.7025004063663831,0.6941419667479704,-0.20128532781445319,-0.6250472262043983,1.5230406315866862,-0.5220722906945476,-0.2368519145808871,-0.6520475222222087,0.28443086700030357,-0.15894797162463103,-0.494276964372312,-0.3611704332688966,-0.35081721512332115,-0.05123208563634841,0.3281169160432934,0.01492902824708333
sb,0.27948930683859785,-1.258295642810773,0.14533963456415144,1.0335924980059334,-0.3283944817302488,-0.6640369814369008,0.839148539321053,0.6666329247826829,-0.44138029543217866,0.43442764729046646,1.0887892731956603,0.3543376888916177,0.4880855173613008,1.0542649180378252,2.4604933980140333,2.83906435842218,0.47273802249096963,0.6961896058332271,2.1227104053589305,-1.111186070378543,-0.3779759208065261,-0.503696456281695,-0.060131379856105664,0.6226555672837898,0.3998518327343271,0.6936008258164343,0.487925436457545,0.07921435053148565,0.7556307429617825,1.866300824917123,1.7510373637062553
sv,2.3887601693861353,-1.0813971758716858,1.4101872650954155,0.08760362668284939,0.18019609049775445,0.6864045429168806,-0.5762936846300664,-0.4500934726318536,0.4821661131775972,-0.7736998447901452,1.0368449446475168,-0.7605201078683983,-0.7291130872130287,0.23234971167787985,-0.5462010042834575,0.2166414120221473,-1.3431192535330958,-0.7037850119529754,-0.0244343448018747,0.19094579194811712,0.8376590274010879,-0.3351088667447202,2.01343648994213,-0.07138151769792438,0.42921474516639235,0.2801807464298206,-0.07636222357804826,-0.004388554480892758,-1.6866146849717676,-1.0304225851299609,-0.7553418774374311
tr,-1.6463666980961116,2.677695246583932,-1.7794284988529896,-0.37703423637213307,-0.3965543546430063,1.567127276191086,-0.868109326176829,0.22948548732131405,2.271379014463908,-0.8222406815255269,-1.447680404008642,-0.3059404099828441,-0.7371688853378924,-1.0360468382843417,-0.8439204095132884,-0.8607745286274409,-0.8265819113327327,-0.722304393522779,-0.6285607314645935,2.0773159965704275,0.4951444381179986,-0.2255459380905206,-0.9359066785455757,-0.5895417585322251,0.9883779519069356,-0.811691910840156,-0.6414850524782477,0.34503735028886784,-1.9700825140183285,-1.2509676670346888,-0.897702499150979
tm,0.7380264508706714,-0.9929479424021415,-0.9545278702456435,0.9610611756200774,-0.2537996528391698,-1.5447597147111058,1.8509579132822578,-0.37219899404427687,-1.5486351455508975,0.229477447741077,1.1773155290009703,0.8803638487859832,2.8164240546741324,0.03227716435430688,-0.3865036951344513,-0.7281559654714375,1.9917372349883653,1.2769758959407211,0.8375833279591582,0.19358391663191232,1.1461911615577747,-0.011105564926662054,-0.7246410113803158,0.7008531179893323,-0.25104221072674066,-0.3454761871134183,-0.4290847679262631,-1.0591883618163163,1.1752198235165017,0.9110795158265405,2.7190238675299425
tl,-0.912707267644794,0.289565942906246,3.114981897550597,0.43703883600487425,-0.4139432871924657,-0.5466072836670066,-0.09902511200685657,0.8067780854423313,-0.32953941620700994,-0.6011102030643435,-0.7357217977740316,-1.1166674758777877,-0.5910833166994566,0.2189914627773518,0.025210889721844956,0.49466741321874774,-0.3380703848611035,-0.2562568612198646,-0.012744495944649615,0.13188327707305225,0.7834894441970077,-0.16824896310175003,-0.27605047581355197,-0.1008747115626439,0.9485086728428251,0.40249271484345195,3.306875593219752,2.9499287505929663,0.5240375266307418,-0.6602686393074015,-0.025011190762888297
vl,-1.5546592692896972,-1.8774402770975809,-1.504461622650541,-0.8470153354432057,-0.4382495279481023,-0.19431819035732448,-0.6853836440868001,0.7924052628874635,-0.5577430430896319,0.013740395583824925,-0.8790707405393027,0.3395945933240866,-0.28836345350525633,-0.20600979545700315,-0.30265402307328676,0.44046907199262225,0.20864860504712743,-0.12644088089123406,-0.45919786773587085,-0.11448756128801132,0.8672409863717705,-0.4767307348480703,0.38845915571065803,-0.2099183549340395,0.19897914741111894,1.6761074994955565,0.6443051633221215,0.8116532553106217,0.17724298457517973,-0.5885360243262661,-0.7320444292340448
vs,0.3711967356450122,-0.9929479424021415,-1.064514620726623,3.0397663778331907,4.002174598779499,2.0368460672706625,-0.5026579619967712,-0.4906564713756013,2.24931229651436,-1.1836002438889242,-0.31424310614595535,-0.5810695938704712,-0.7394153213935742,-0.303629597257528,-0.6634323775077166,-0.49528090080914333,-0.7696679470836106,-1.1014404001469373,-0.4684878138475729,-0.5245920232147031,0.012172643587777261,-0.44026965174099586,-0.663215751323456,-1.1723705620607288,1.0564472557820392,-0.6953975840918415,0.3477750721240926,1.5412801389141155,-1.832203761970081,-1.0525510444698989,-0.8961563756336935
vn,-0.3624626948063061,0.11266747596715795,-0.23961399211927686,-0.2405704737472449,-0.3791762009142812,0.1579709029523577,-0.8081098484756254,-0.7905657630872908,0.9523801385560827,-1.2752884910557563,-0.4376443557316556,-1.1941664825368483,-0.6280458730470578,-0.8803645299328201,-0.009159359324819991,-0.22536031468503082,1.864974314615321,-0.610973492782554,-0.6114815228438488,0.14058166030005154,0.4828142512733695,-0.14543659855731247,0.35681583992379107,0.33935855832634154,-0.16502890480981955,-0.6992908121022503,-0.13896863470298257,0.08767286532528552,0.09668142756014675,-0.5757367869188472,-0.7903060363725367
